data,refeicao,prato_principal_1,prato_principal_2,guarnição,sobremesa
2025-09-13,almoco,lombo suíno ao molho ferrugem, omelete de espinafre,farofa rica,mosaico
2025-09-15,almoco,carne em cubos ao molho de cebola,estrogonofe de grão de bico,legumes sauté,bombom
2025-09-15,jantar,filé de frango empanado,escondidinho de pvt,chuchu com manjericão,torrone
2025-09-16,almoco,lombo ao molho barbecue,ovo frito,couve-flor à provençal,pudim de maria mole com calda de goiabada
2025-09-16,jantar,carne louca (lagarto bovino),quibe de abóbora com requeijão,purê de batatas,doce de batata doce
2025-09-17,almoco,carne moída refogada,pvt com azeitonas,polenta,iogurte de morango
2025-09-17,jantar,filé de peixe à portuguesa,curry de legumes,batata rústica,mousse de limão
2025-09-18,almoco,iscas de carne ao molho de azeitonas,almôndegas de aveia e brócolis ao molho de azeitonas,cenoura à salsa,gelatina de framboesa
2025-09-18,jantar,pernil suíno ao molho roty,omelete de abobrinha,farofa rica,doce de leite
2025-09-19,almoco,filé de coxa assado,bifinho de feijão branco ao molho de cogumelos,nhoque ao sugo,flan de baunilha com calda
2025-09-19,jantar,lasanha à bolonhesa,lasanha de pvt,vagem ao alho,picolé de coco
2025-09-20,almoco,bife ao molho provençal,curry de legumes,acelga à chinesa,surpresa de banana
2025-09-22,almoco,filé de frango empanado,xadrez de grão de bico,creme de milho,barra de cereais
2025-09-22,jantar,bife grelhado ao molho de cebola, tomate recheado,mandioca à salsa,maxi goiabinha
2025-09-23,almoco,hamburguer ao sugo,hamburguer de lentilha à pizzaiolo,batata doce com ervas,torrone
2025-09-23,jantar,estrogonofe de frango,almôndegas de aveia e brócolis ao molho barbecue,legumes sautê,mosaico de gelatina
2025-09-24,almoco,bife ao molho de azeitonas,quibe de abóbora,ervilha à parmentier,brigadeirão
2025-09-24,jantar,lombo suíno ao molho barbecue,omelete de espinafre,couve refogada,cocada
2025-09-25,almoco,frango assado,souflê de legumes,abobrinha à italiana,picolé de limão suíço
2025-09-25,jantar,carne moída refogada,moussaka vegetariana,polenta cremosa,chocolate
2025-09-26,almoco,pernil assado ao molho ferrugem,ovo frito,farofa,bolinho de brigadeiro
2025-09-26,jantar,isca bovina ao molho de cogumelo,bifinho de grão de bico ao molho de cogumelo,macarrão ao sugo,manjar com calda de ameixa
2025-09-27,almoco,carne em cubos ao molho de azeitonas,escondidinho de pvt,repolho à provençal,doce de batata doce
2025-09-29,almoco,linguiça acebolada,bifinho de feijão branco à pizzaiolo,polenta,bananada
2025-09-29,jantar,bife ao molho de azeitonas,batata vegetariana especial,brócolis à provençal,bombom
2025-09-30,almoco,estrogonofe de carne,omelete de brócolis,batata palha,cocada
2025-09-30,jantar,bisteca suína ao molho barbecue,lasanha de abobrinha,virado de couve,iogurte de morango
2025-10-01,almoco,filé de peixe à portuguesa,batatalhoada,vagem sauté,torrone
2025-10-01,jantar,hambúrguer ao molho ferrugem,hamburguer de lentilha ao molho ferrugem,purê de batata e mandioquinha,gelatina de morango
2025-10-02,almoco,bife grelhado ao molho roty,bifinho de grão de bico à pizzaiolo,macarrão ao alho e óleo com espinafre,bolinho roll de chocolate
2025-10-02,jantar,filé de coxa assado,ovo frito,couve-flor à provençal,pudim de maria mole com calda de goiabada
2025-10-03,almoco,pernil assado ao molho de cebola,almôndegas de aveia ao molho barbecue,farofa,picolé de coco
2025-10-03,jantar,lasanha à bolonhesa,lasanha de pvt,repolho com ervas,brigadeirão
2025-10-04,almoco,filé de frango ao molho provençal,estrogonofe de grão de bico,chuchu à salsa,arroz doce moreno
